VENUE_NAME,ADDRESS_LINE_1,POST_TOWN,COUNTY,POST_CODE,NEW_DISTRICT_COUNCIL,EASTING,NORTHING,TELEPHONE,OWNERSHIP_TYPE,ADVENTURE_SPORT,ATHLETICS,BOWLING,BOXING,CRICKET,FITNESS,GOLF,MOTORSPORT,SWIMMING,SQUASH_HANDBALL,TENNIS,SPORTS_HALL,WATERSPORTS,MOUNTAIN_BIKING,PITCHES_GRASS,PITCHES_WATER,PITCHES_THIRD_GEN,PITCHES_SAND
St Oliver Plunkett Primary School Londonderry,Parkmore Drive,Strathfoyle,Londonderry,BT47 6XA,Derry City and Strabane District,246745,420530,028 7186 0544,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Oliver's Primary School (Carrickrovaddy),Roxborough Road,Newry,Down,BT35 0QJ,"Newry City, Mourne and Down District",295343,324440,028 3087 8225,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
St Patrick's Academy,Killymeal Road,Dungannon,Tyrone,BT71 6DF,Mid Ulster District,280478,362892,028 8772 2474,Education,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's Amateur Boxing Club,White Gates Meadow,Newry,Down,BT35 6UA,"Newry City, Mourne and Down District",308028,327351,,Club,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
St Patrick's and St Brigids High School,Main Street,Claudy,Londonderry,BT47 4HR,Derry City and Strabane District,254158,407450,028 7133 8317,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's and St Brigids Primary School,Moyle Road,Ballycastle,Antrim,BT54 6AN,Causeway Coast and Glens District,311369,440981,028 2076 2765,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's and St Josephs Primary School,Churchtown Road,Garvagh,Londonderry,BT51 5BA,Causeway Coast and Glens District,283688,415065,028 29558039,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's Bowling Club,Causeway Street,Portrush,Antrim,BT56 8JE,Causeway Coast and Glens District,286176,440293,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's College Ballymena,Broughshane Road,Ballymena,Antrim,BT43 7DZ,Mid and East Antrim District,311327,404465,028 2564 5059,Education,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's College Belfast,Antrim Road,Belfast,Antrim,BT15 4DZ,Belfast City,333280,377855,028 9077 0011,Education,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patricks College Dungannon,Donaghmore Road,Dungannon,Tyrone,BT70 1HA,Mid Ulster District,279317,362637,028 8772 2205,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patricks College Dungiven,Curragh Road,Dungiven,Londonderry,BT47 4SE,Causeway Coast and Glens District,269590,408793,028 7774 1324,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
St Patricks Community Centre,Steele Dickson Avenue,Portaferry,Down,BT22 1LE,North Down and Ards District,359490,350737,,Community,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Eglish GFC,Killyliss Road,Dungannon,Tyrone,BT70 1LE,Mid Ulster District,278019,356776,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's GAC,Ballyfounder Road,Portaferry,Down,BT22 1RE,North Down and Ards District,361287,349672,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's GAC Cullyhanna,Tullynavall Road,Newry,Armagh,BT35 0PZ,"Newry City, Mourne and Down District",292912,320438,028 3752 2981,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's GAC Dromintee,Aghadavoyle Road,Newry,Armagh,BT35 8JJ,"Newry City, Mourne and Down District",304803,317632,028 3088 8493,Club,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's GAC Loup,Ballyneill Road,Moneymore,Londonderry,BT45 7TG,Mid Ulster District,292666,384801,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's GAC Saul,St Patricks Road,Saul,Down,BT30 7JQ,"Newry City, Mourne and Down District",352836,347265,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's GFC Greencastle,Mullydoo Road,Omagh,Tyrone,BT79 8HB,Fermanagh and Omagh District,261156,382539,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
"St Patrick's GFC, Donaghmore",Hillview Avenue,Pomeroy,Tyrone,BT70 3YB,Mid Ulster District,275307,372293,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's Grammar School Armagh,Cathedral Road,Armagh,Armagh,BT61 7QZ,"Armagh City, Banbridge and Craigavon District",287288,345828,028 3752 2018,Education,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No
St Patrick's Grammar School Downpatrick,Saul Street,Downpatrick,Down,BT30 6NJ,"Newry City, Mourne and Down District",349217,344977,028 4461 9722,Education,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's High School Banbridge,Scarva Road,Banbridge,Down,BT32 3AS,"Armagh City, Banbridge and Craigavon District",311715,345937,028 4066 2309,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
St Patrick's High School Keady,Middletown Road,Keady,Armagh,BT60 3TH,"Armagh City, Banbridge and Craigavon District",283956,334461,028 3753 1393,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's High School Lisburn,Ballinderry Road,Lisburn,Antrim,BT28 1TD,Lisburn and Castlereagh District,325225,364109,028 9266 4877,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Magheralin Indoor Bowling Club,Main Street,Magheralin,Down,BT67 0LH,Lisburn and Castlereagh District,315107,360694,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Park,Lisnarragh Road,Strabane,Tyrone,BT82 0QN,Derry City and Strabane District,244468,402781,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Aughagallon,Aghalee Road,Craigavon,Armagh,BT67 0AR,"Armagh City, Banbridge and Craigavon District",310709,363756,028 9265 1017,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Ballynahinch,Main Street,Ballynahinch,Down,BT24 8DN,"Newry City, Mourne and Down District",336731,352662,028 9756 2848,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Castlewellan,Burrenreagh Road,Castlewellan,Down,BT31 9HH,"Newry City, Mourne and Down District",333605,334383,028 4377 8593,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's Primary School Coalisland,Annahmore Road,Coalisland,Tyrone,BT71 4QZ,Mid Ulster District,286366,365645,028 8774 0661,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's Primary School Craigavon,Derrymacash Road,Aghacommon,Armagh,BT66 6LG,"Armagh City, Banbridge and Craigavon District",304725,359039,028 3834 3230,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick''s Primary School Crossmaglen,Carran Road,Newry,Down,BT35 9JL,"Newry City, Mourne and Down District",290994,315565,028 3086 1667,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's Primary School Cullyhanna,Tullynaville road,Newry,Down,BT35 0PZ,"Newry City, Mourne and Down District",292629,320826,028 3086 1608,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Downpatrick,St Patrick's Road,Saul,Down,BT30 7JQ,"Newry City, Mourne and Down District",352873,347177,028 4461 4145,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
St Patrick's Primary School Dungannon,Killyman Road,Dungannon,Tyrone,BT71 6DE,Mid Ulster District,280278,362415,028 8772 3473,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Eskra,Newtownsaville Road,Omagh,Tyrone,BT78 2RJ,Fermanagh and Omagh District,251734,359692,028 8284 1067,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Patrick's Primary School Garvary,Mullinaskea,Enniskillen,Fermanagh,BT94 3AD,Fermanagh and Omagh District,228359,345019,028 6632 6539,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's Primary School Hilltown,Castlewellan Road,Hilltown,Down,BT34 5UY,"Newry City, Mourne and Down District",339993,339745,028 4063 0061,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Holywood,Church View,Holywood,Down,BT18 9LN,North Down and Ards District,339673,378805,028 9042 4772,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Londonderry,Collon Lane,Derry,Londonderry,BT48 8LG,Derry City and Strabane District,243487,419405,028 7126 6074,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Loughguile,Shelton Road,Ballymena,Antrim,BT44 9JR,Causeway Coast and Glens District,308333,425461,028 2764 1291,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Magheralin,Ballymacbredan Road,Magheralin,Armagh,BT67 0QU,"Armagh City, Banbridge and Craigavon District",311812,358667,028 3834 1400,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Mayobridge,Chapel Hill,Newry,Down,BT34 2EX,"Newry City, Mourne and Down District",315417,326922,028 3085 1294,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Moneymore,Springhill Road,Moneymore,Londonderry,BT45 7NG,Mid Ulster District,286115,383216,028 8674 8415,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Newry,Ballinlare Gardens,Newry,Down,BT35 6EX,"Newry City, Mourne and Down District",307823,327572,028 3026 3466,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Patrick's Primary School Newtownstewart,Dublin Street,Newtownstewart,Tyrone,BT78 4AQ,Derry City and Strabane District,239975,385341,028 8166 1611,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Portrush,Causeway Street,Portrush,Antrim,BT56 8JE,Causeway Coast and Glens District,286196,440394,028 7082 3578,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Rasharkin,Gortahar Road,Rasharkin,Antrim,BT44 8SB,Causeway Coast and Glens District,297221,413586,028 2957 1356,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Seskinore,Garvallagh Road,Seskinore,Tyrone,BT78 2QT,Fermanagh and Omagh District,247810,359554,028 8284 1066,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Strabane,Plumbridge Road,Dunamanagh,Tyrone,BT82 0QN,Derry City and Strabane District,244468,402781,028 7139 8397,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Primary School Waterfoot,Garron Road,Glenariff,Antrim,BT44 0RB,Causeway Coast and Glens District,324184,425198,028 2177 1619,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Patrick's Racquets Club,Victoria Avenue,Newtownards,Down,BT23 7ED,North Down and Ards District,349087,374486,,Club,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
St Patrick's Youth Club,Churchview,Dungannon,Tyrone,BT70 3EY,Mid Ulster District,276964,365550,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Pat's College,Coleraine Road,Maghera,Londonderry,BT46 5BN,Mid Ulster District,285481,400644,028 7964 2451,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
St Paul's College Kilrea,Bann Road,Kilrea,Londonderry,BT51 5RU,Causeway Coast and Glens District,293150,412787,028 2954 0536,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
St Pauls GAC,Shaws Road,Belfast,Antrim,BT11 9QR,Belfast City,328973,371583,028 9061 9370,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Paul's High School Newry,Camlough Road,Newry,Armagh,BT35 7EE,"Newry City, Mourne and Down District",305136,327252,028 3083 0309,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
St Paul's Junior High School Lurgan,Francis Street,Lurgan,Armagh,BT66 6DL,"Armagh City, Banbridge and Craigavon District",307155,358276,028 3832 2694,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Paul's Primary School Newry,Ballykeel Road,Newry,Down,BT34 5RH,"Newry City, Mourne and Down District",324707,332045,028 4063 0145,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Paul's Primary School Slievemore,Moss Road,Galliagh,Londonderry,BT48 8JZ,Derry City and Strabane District,243129,420088,028 7135 2485,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Peters and St Pauls Primary School,Foreglen Road,Dungiven,Londonderry,BT47 4PJ,Causeway Coast and Glens District,262142,409538,028 7133 8536,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Peters GAC,Lower North Street,Craigavon,Armagh,BT67 9AG,"Armagh City, Banbridge and Craigavon District",307975,358472,,Club,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No
St Peters High School Derry,Southway,Derry,Londonderry,BT48 9SE,Derry City and Strabane District,241571,415911,028 7136 1981,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Peter's Primary Primary School,Derramore Road,Newry,Down,BT35 7DN,"Newry City, Mourne and Down District",305920,327941,028 3083 0455,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Peters Primary School Cookstown,Moortown,Cookstown,Tyrone,BT80 0HT,Mid Ulster District,295872,376767,028 6737 565,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Pius X High School,Moneymore Road,Magherafelt,Londonderry,BT45 6HQ,Mid Ulster District,289204,389958,028 7963 2186,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
St Ronan's Primary School,Ashgrove Avenue,Newry,Down,BT34 1PR,"Newry City, Mourne and Down District",309359,328079,028 3026 4996,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Ronans Primary School Enniskillen,Brookeborough Road,Lisnaskea,Fermanagh,BT92 0LA,Fermanagh and Omagh District,235690,334785,028 6772 1511,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Roses High School,Beechmount Avenue,Belfast,Antrim,BT12 7NA,Belfast City,331944,373736,028 9024 0937,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
St Teresa's GAC,Glen Road Heights,Belfast,Antrim,BT11 8HQ,Belfast City,328822,371879,028 9060 1336,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Teresas Primary School  Londonderry,Heather Road East,Galliagh,Londonderry,BT48 8NX,Derry City and Strabane District,243640,420774,028 7135 9759,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Teresas Primary School Belfast,Glen Road,Belfast,Antrim,BT11 8BL,Belfast City,329851,372198,028 9061 2973,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Teresas Primary School Craigavon,Tarry Lane,Lurgan,Armagh,BT67 9LQ,"Armagh City, Banbridge and Craigavon District",309110,360603,028 3832 3425,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Therese of Lisiex Primary School Belfast,Antrim Road,Belfast,Antrim,BT15 5GF,Belfast City,333095,377593,028 9077 0215,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
St Treas GAC,Shore Road,Magherafelt,Londonderry,BT45 6LH,Mid Ulster District,295022,389285,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
St Vincent de Paul Primary School Belfast,Ligoniel Road,Belfast,Antrim,BT14 8DP,Belfast City,330296,377248,028 9071 7920,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Stangmore Park,,Dungannon,Tyrone,BT71 6PP,Mid Ulster District,281368,360762,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Star Amateur Boxing Club,Hillman Street,Belfast,Antrim,BT15 2FW,Belfast City,333755,375734,,Club,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Star of the Sea Girls  Primary School,Churchill Street,Belfast,Antrim,BT15 2BP,Belfast City,333479,375504,028 9035 1478,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Station Centre - Omagh,James's Street,Omagh,Tyrone,BT78 1QX,Fermanagh and Omagh District,244697,372485,,Private,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Steelstown GAC,Racecourse Road,Londonderry,Londonderry,BT48 7RB,Derry City and Strabane District,244233,420708,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Steelstown Vol Maintained Primary School,Steelstown Road,Derry,Londonderry,BT48 8EX,Derry City and Strabane District,244281,420308,028 7135 1830,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Steeple Play Area,Stiles Way,Antrim,Antrim,BT41 2TA,Antrim and Newtownabbey District,316745,387391,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Stewartstown Harps GFC,Mullaghmoyle Park,Dungannon,Tyrone,BT71 5PX,Mid Ulster District,285013,369567,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Stiles Community Centre,Fountain Hill,Antrim,Antrim,BT41 1LZ,Antrim and Newtownabbey District,316156,386957,,District Council,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Stoneyhill Park,Ballymena Road,Carnlough,Antrim,BT44 0LA,Mid and East Antrim District,327840,415500,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Strabane and District Young Farmers Club,Urbalreagh Road,Strabane,Tyrone,BT82 9JL,Derry City and Strabane District,235125,388801,028 8167 0321,Other,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Strabane Controlled Primary School,Derry Road,Strabane,Tyrone,BT82 8DX,Derry City and Strabane District,234837,398621,028 7138 2510,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Strabane Cricket and Social Club,Park Road,Strabane,Tyrone,BT82 8EL,Derry City and Strabane District,234242,398104,028 7188 0664,Club,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Strabane FC,Bradley Way,Strabane,Tyrone,BT82 9PU,Derry City and Strabane District,234131,397619,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Strabane Golf Club,Ballycolman Road,Strabane,Tyrone,BT82 9PH,Derry City and Strabane District,234362,396392,028 7138 2007,Club,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Strabane Academy Site 1,Liskey Road,Strabane,Tyrone,BT82 8NN,Derry City and Strabane District,236952,395034,028 7138 2319,Education,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Strabane Academy Site 2,Derry Road,Strabane,Tyrone,BT82 8LD,Derry City and Strabane District,235021,398935,028 7188 2578,Education,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No
Strabane RFC,Vaughan Holm,Strabane,Tyrone,BT82 8ER,Derry City and Strabane District,233843,398155,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Strabane Sigerson Park (Pairc Mhic Sioghain) keep,Sigerson Park,Strabane,Tyrone,BT82 9AQ,Derry City and Strabane District,234828,396747,028 7188 5039,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Strabane Sigersons GAA,Ballycolman Estate,Strabane,Tyrone,BT82 9AH,Derry City and Strabane District,234825,396903,,Club,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Stragowna Primary School,Kinawley,Enniskillen,Fermanagh,BT92 4FJ,Fermanagh and Omagh District,223064,330806,028 6774 8260,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Straidbilly Primary School,Cannbore Road,Ballymoney,Antrim,BT53 8EE,Causeway Coast and Glens District,298487,437376,028 2074 1520,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Straidhavern Primary School,Straidhavern Road,Crumlin,Antrim,BT29 4SN,Antrim and Newtownabbey District,319287,378511,028 9082 5530,Education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Strand Primary School,Strandburn Street,Belfast,Antrim,BT4 1LX,Belfast City,336934,374991,028 9047 1274,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
Strandtown Primary School,North Road,Belfast,Antrim,BT4 3DJ,Belfast City,337603,374140,028 9067 4500,Education,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
Strangford Avenue Playing Field,Strangford Avenue,Belfast,Antrim,BT9 6PG,Belfast City,331973,370309,028 9032 0202,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Strangford Integrated College,Abbey Road,Carrowdore,Down,BT22 2GB,North Down and Ards District,358341,372846,028 9186 1199,Education,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
Strangford Lough Yacht Club,Whiterock Bay,Newtownards,Down,BT23 6QA,North Down and Ards District,352367,361852,028 9754 1883,Club,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Strangford Playing Fields,The Links,Strangford,Down,BT30 7NB,"Newry City, Mourne and Down District",358804,349373,,District Council,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
