Department,Entity,Date of Payment,Expense Type,Expense Area,Suppliers,Transaction Number,Amount
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100299475,900
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100299572,270
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100299538,1260.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,SCIENTIFICS LTD,5100298897,93
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,SITE SUPPORT SERVICES,FUSION,SCION ESTATES,5100299418,194
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,SITE SUPPORT SERVICES,PROPERTY,SCION ESTATES,5100299417,310.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,SITE SUPPORT SERVICES,PROPERTY,SCION ESTATES,5100299420,310.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,SITE SUPPORT SERVICES,PROPERTY,SCION ESTATES,5100300030,4155
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100298959,186.21
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100299463,141.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100299888,19.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100299889,26.59
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100299464,39.57
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100299465,77.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100297360,654.76
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100298960,258.32
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100298961,83.33
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100299037,-262.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,SCREWFIX DIRECT LTD,5100299887,127.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,SOFTWARE,FUSION,SDC SYSTEMS LIMITED,5100299237,7122
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CONSUMABLES,FUSION,SEAWARD ELECTRONIC LTD,5100299695,42.1
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,SEETRU LTD,5100299377,80.81
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT SPARES,FUSION,Selby Engineering & Lifting Safety,5100299135,1944.88
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,MATERIALS & SPARES,FUSION,SETON,5100299873,113.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,PROPERTY,SETON,5100298952,39.55
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,PROPERTY,SETON,5100299896,179.95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,TRAINING COURSE FEES,FUSION,Silverlock Training Ltd,5100299644,1037
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,SM GAUGE COMPANY LIMITED,5100299560,65
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,SM GAUGE COMPANY LIMITED,5100299566,52
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,MATERIALS & SPARES,FUSION,SMITHS METAL CENTRES LTD,5100299725,1045
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,OTHER EXTERNAL COSTS,FUSION,South Oxfordshire District Council,1900059416,£ 195.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,SOUTHERN CALIBRATION LABORATORY,5100298884,300
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,SP SERVICES UK LTD,5100299923,40.85
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,SPANOPTIC LTD,5100299689,1381.8
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,Spartan Controls Ltd,1900059399,£ 30.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,SAFETY STORES,SUPPORT SERVICES,SPECSAVERS CORPORATE EYE CARE,5100299792,378.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,SAFETY STORES,SUPPORT SERVICES,SPECSAVERS CORPORATE EYE CARE,5100300031,425
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,MATERIALS & SPARES,FUSION,SPINNER GMBH,5100299393,693.01
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,SPRINGMASTERS LTD,5100299631,25.24
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,SPRINGMASTERS LTD,5100299363,34.83
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,CONFERENCES ,FUSION,ST EDMUND HALL,5100299238,9145.98
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,OTHER EXTERNAL COSTS,FUSION,Stabilised Transformers Ltd,1900059402,£ 348.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,Stainless Steel Fasteners Ltd,5100299075,251.25
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,13/02/2014,CHARITABLE DONATIONS,SUPPORT SERVICES,Stanford in the Vale Drama Club,1900059449,£ 250.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,PLANT & EQUIPMENT,FUSION,Strainsense Ltd,1900059425,"£ 3,114.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,UNIVERSITY PLACEMENT,FUSION,STRATHCLYDE UNIVERSITY,5100299894,2274
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,CONSUMABLES,FUSION,STRUERS LTD,5100298825,212
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,PLANT SPARES,FUSION,Sturm Prazision GmbH,1900059417,£ 91.86
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,SUBSISTENCE,FUSION,SUBSISTENCE,1900059439,£ 350.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PERSONAL PROTECTIVE EQUIPMENT,FUSION,SURE SAFE LTD,5100299269,128
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,VEHICLE REPAIRS,FUSION,SUTTON COURTENAY TYRES,5100299641,345.62
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,VEHICLE REPAIRS,FUSION,SUTTON COURTENAY TYRES,5100299749,16.67
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100299524,776.16
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100299171,294
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100299717,180.37
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100299624,19.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100299716,2309.71
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100299094,557.43
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,PROFESSIONAL SERVICES,FUSION,SWAGELOK LONDON,5100299096,142.54
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,CONSUMABLES,FUSION,SYNERGYHEALTH (UK) LIMITED,5100299754,567.9
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,TACKLESTORE LTD,5100298883,222.08
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,TACKLESTORE LTD,5100299703,247.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,TELECOM SUPPLY LINE LTD,5100299083,648
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,HIRED STAFF,FUSION,TESSELLA PLC,5100299718,9796.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,HIRED STAFF,FUSION,TESSELLA PLC,5100299719,11771.1
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,HIRED STAFF,FUSION,TESSELLA PLC,5100299720,3371.55
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT SPARES,FUSION,TESTBOURNE LTD,5100299268,272
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT SPARES,FUSION,TEWKESBURY (DIAMOND CHROMS) PLATING,5100299267,565.2
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,PLANT & EQUIPMENT,FUSION,THAMES VALLEY SAW SERVICE LTD,5100299568,173.66
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,12/02/2014,PLANT & EQUIPMENT,FUSION,THAMES VALLEY SAW SERVICE LTD,5100299567,836.5
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,UTILITIES/WATER,PROPERTY,THAMES WATER UTILITIES,5100299457,11401.43
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,UTILITIES/WATER,PROPERTY,THAMES WATER UTILITIES,5100299505,9254.01
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,CONSUMABLES,PROPERTY,ThankQ Limited,5100299006,1883.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,BOOKS & PUBLICATIONS,SUPPORT SERVICES,THE BRITISH LIBRARY,5100299588,33
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,SOFTWARE,FUSION,THE MATHWORKS,5100299074,1920
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PRINTING & GRAPHICS,FUSION,The Print Company,1900059403,£ 20.00
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,PRINTING & GRAPHICS,FUSION,The Print Company,1900059482,£ 220.73
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PLANT & EQUIPMENT,FUSION,THE RALIN GROUP LTD,5100299300,711.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,PROFESSIONAL SERVICES,SUPPORT SERVICES,THE VALIDIUM GROUP LIMITED,5100299995,3981.34
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,Thompsons Solicitors,1700001687,"-£ 6,811.40"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,06/02/2014,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,Thompsons Solicitors,1900059414,"£ 6,811.40"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,20/02/2014,COMPENSATION AND LEGAL FEES,SUPPORT SERVICES,Thompsons Solicitors,1900059488,"£ 93,711.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,THORLABS LTD,5100299262,178.58
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,THORLABS LTD,5100298887,63.7
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,THORLABS LTD,5100298889,60.14
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,THORLABS LTD,5100299158,365.73
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,THORLABS LTD,5100299423,165.42
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,THURLBY THANDAR INSTRUMENTS LTD,5100298461,3054.35
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,BUILDING REPAIRS,FUSION,TILL & WHITEHEAD LTD,5100299750,16.48
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,BUILDING REPAIRS,FUSION,TILL & WHITEHEAD LTD,5100299751,89.48
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,BUILDING REPAIRS,FUSION,TILL & WHITEHEAD LTD,5100299752,75.6
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,20/02/2014,PRINTING & GRAPHICS,FUSION,TNP Broadcast Sales,1900059483,"£ 2,652.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,,SUPPORT SERVICES,TNT International ,1900059473,£ 764.61
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,19/02/2014,PLANT & EQUIPMENT,PROPERTY,TOTAL AUDIO VISUAL SOLUTIONS LTD,5100299874,100
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,PROFESSIONAL SERVICES,FUSION,TOUCHSTONE CRM,5100299352,430
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,MATERIALS & SPARES,FUSION,TR FASTENINGS LTD,5100298963,1494.07
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,TR FASTENINGS LTD,5100299628,14.21
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,MATERIALS & SPARES,FUSION,TR FASTENINGS LTD,5100299642,13.15
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,TR FASTENINGS LTD,5100299891,23.69
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,TRAINING COURSE FEES,FUSION,TRAINING COURSE FEES,1900059434,"£ 2,070.00"
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,HIRED STAFF,FUSION,TRASYS,5100299097,8111.25
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,HIRED STAFF,FUSION,TRASYS,5100299100,6153.75
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,HIRED STAFF,FUSION,TRASYS,5100299105,4040.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,HIRED STAFF,FUSION,TRASYS,5100299108,6117.3
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,TRAVIS PERKINS TRADING CO LTD,5100299263,218.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,TRAVIS PERKINS TRADING CO LTD,5100299264,348.97
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,10/02/2014,SECURITY & EMERGENCY,PROPERTY,TRINITY PROTETION SYSTEMS,5100299557,704.05
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,SECURITY & EMERGENCY,PROPERTY,TRINITY PROTETION SYSTEMS,5100299797,1000
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,SECURITY & EMERGENCY,PROPERTY,TRINITY PROTETION SYSTEMS,5100299798,378.94
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,SECURITY & EMERGENCY,PROPERTY,TRINITY PROTETION SYSTEMS,5100299799,95
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,PLANT & EQUIPMENT,FUSION,Trustco Plc ,5100299005,1094.4
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,05/02/2014,MATERIALS & SPARES,FUSION,TVH,5100299340,1021.36
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,MATERIALS & SPARES,FUSION,TVH,5100299339,31
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,17/02/2014,MATERIALS & SPARES,FUSION,UNDERWOODS ELECTRICAL DISTRIBUTORS,5100299965,559.26
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,TRAINING COSTS,FUSION,University of Bath,5100299127,2615
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF DURHAM,5100298581,3306.51
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF SHEFFIELD,5100299259,1645.71
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100299039,300
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,27/01/2014,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100299040,691.29
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,03/02/2014,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100299286,50000
United Kingdom Atomic energy Authority,United Kingdom Atomic energy Authority,29/01/2014,UNIVERSITY PLACEMENT,FUSION,UNIVERSITY OF YORK,5100298235,1124.64
