Resource/Capital,Budget Boundary,Category,PESA dept group (excl splits),Dept group alias (excl splits),NAC,Economic category,Code,Code description,SBI,Activity,Spending programme,April 2010 MTH,May 2010 MTH,June 2010 MTH,July 2010 MTH,August 2010 MTH,September 2010 MTH,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDACA1,PSXEducation - Research & Development,SBISX,,SBISX Devolved spending,0,0,-112,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDACL1,PSXAgricultural Services,SBISX,,SBISX Devolved spending,-353,-513,-447,-353,-357,-373,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDADEA,PSXFishing and Hunting,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDBBC1,PSXEnvironmental Protection - CG,SBISX,,SBISX Devolved spending,-79,-64,-63,-56,-60,-129,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDCAA5,PSXOther Social Housing Development - CG,SBISX,,SBISX Devolved spending,"-2,500","-2,500","-2,500","-2,500","-2,500","-2,500",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDDAG1,PSXEducation n.e.c. - CG,SBISX,,SBISX Devolved spending,0,0,0,-331,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDEAAA,"PSXCultural Organisations Resource - incl NGS, NLS, NMS",SBISX,,SBISX Devolved spending,-153,-153,-153,-153,-153,-153,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDEAF1,PSXScottish Museums Council,SBISX,,SBISX Devolved spending,"-3,060","-2,360","-2,560","-4,575","-3,560","-2,060",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDFOU1,PSXEconomic Affairs - Electricity (CG),SBISX,,SBISX Devolved spending,-42,-42,-42,-42,-42,-42,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDIAAG,PSXHealth - Pharmaceutical products,SBISX,,SBISX Devolved spending,"-9,961","-9,962","-9,962","-9,962","-9,962","-9,962",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDIOBB,PSXNursing & Convalescent Home Services,SBISX,,SBISX Devolved spending,"-1,061","-1,066","-1,066","-1,066","-1,066","-1,066",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDJAA1,"PSXScottish Law Courts, Commissions & Tribunals",SBISX,,SBISX Devolved spending,"-1,662","-1,662","-1,660","-1,662","-1,664","-1,660",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDJCA1,PSXPrisons,SBISX,,SBISX Devolved spending,-484,-484,-484,-484,-484,-484,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDJDE1,PSXPolice Services - CG,SBISX,,SBISX Devolved spending,"-1,679","-1,681","-1,682","-1,678","-1,680","-1,682",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDJEA1,PSXFire Protection Services,SBISX,,SBISX Devolved spending,-5,-6,-6,-6,-6,-6,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDJHA1,PSXEmergency Planning,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDJHC1,PSXPublic Order and Safety n.e.c. - CG,SBISX,,SBISX Devolved spending,-187,-187,-187,-187,-187,-187,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDKAAA,PSXAdministration & Associated Depts,SBISX,,SBISX Devolved spending,108,-453,-467,-451,-420,-600,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDNAA2,PSXSPPA Administration,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDPAA1,PSXCrown Office,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDQAA1,PSXForestry Commission Policy Reg & Admin - Goods & Services,SBISX,,SBISX Devolved spending,0,0,0,0,0,-80,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3502,Income from sales of goods and services,PSXDSAA1,PSXScottish Parliament Wages & Salaries,SBISX,,SBISX Devolved spending,-17,-18,-23,-25,-29,-27,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3801,Other,PSXDKAAA,PSXAdministration & Associated Depts,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B3801,Other,PSXDSAA1,PSXScottish Parliament Wages & Salaries,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDACC1,PSXRBG Resource,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDACL1,PSXAgricultural Services,SBISX,,SBISX Devolved spending,124,124,158,130,131,131,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDADA1,PSXAgriculture & Fisheries Basic Research,SBISX,,SBISX Devolved spending,238,187,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDADEA,PSXFishing and Hunting,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDBAB1,PSXLandscape Protection - SNH & NPs Resource,SBISX,,SBISX Devolved spending,321,324,321,324,321,324,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDBBC1,PSXEnvironmental Protection - CG,SBISX,,SBISX Devolved spending,124,124,124,124,124,124,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDBBG1,PSXPollution Abatement - CG,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDDAE2,PSXEducation - LTS & SQA Resource,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDDAG1,PSXEducation n.e.c. - CG,SBISX,,SBISX Devolved spending,25,25,25,25,25,25,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDEAAA,"PSXCultural Organisations Resource - incl NGS, NLS, NMS",SBISX,,SBISX Devolved spending,732,734,732,734,733,734,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDEAC3,PSXSportscotland Resource,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDEAD6,PSXVisit Scotland Resource,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDEAF1,PSXScottish Museums Council,SBISX,,SBISX Devolved spending,0,0,200,150,50,50,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDFAE1,PSXStudent Awards Agency Scotland Administration,SBISX,,SBISX Devolved spending,50,87,87,87,87,86,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDFBD1,PSXScottish Higher Education Funding Council Resource,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDFCD1,PSXScottish Further Education Funding Council Resource,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDFDF1,PSXScottish Enterprise Resource,SBISX,,SBISX Devolved spending,"1,219","1,219","1,219","1,219","1,219","1,219",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDFEF1,PSXHighlands & Islands Enterprise Resource,SBISX,,SBISX Devolved spending,"1,150","1,140","1,140","1,140","1,140","1,140",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDFOK3,PSXSkills Development Scotland Ltd (formerly SUfi),SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDHFA1,PSXMotorways & Trunk Roads - CG,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDIAAA,PSXHealth - NHS Boards & Hospital Services,SBISX,,SBISX Devolved spending,"22,627","22,615","22,615","22,615","22,615","22,615",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJAA1,"PSXScottish Law Courts, Commissions & Tribunals",SBISX,,SBISX Devolved spending,7,7,7,"2,767",8,36,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJAB1,PSXLegal Aid & SCRA Resource,SBISX,,SBISX Devolved spending,139,139,139,139,139,139,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJCA1,PSXPrisons,SBISX,,SBISX Devolved spending,"2,834","2,834","2,834","2,834","2,834","2,834",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJDE1,PSXPolice Services - CG,SBISX,,SBISX Devolved spending,742,742,223,69,69,69,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJDE3,PSXScottish Police Services - Resource,SBISX,,SBISX Devolved spending,416,416,416,416,416,514,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJEA1,PSXFire Protection Services,SBISX,,SBISX Devolved spending,49,50,50,50,50,50,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJHC1,PSXPublic Order and Safety n.e.c. - CG,SBISX,,SBISX Devolved spending,20,20,20,20,20,20,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDJHC7,PSXPublic Order and Safety - SCCRC & PLRC Resource,SBISX,,SBISX Devolved spending,5,0,0,5,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDKAAA,PSXAdministration & Associated Depts,SBISX,,SBISX Devolved spending,"1,480","1,480","1,480","1,480","1,480","1,480",,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDNAA2,PSXSPPA Administration,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDPAA1,PSXCrown Office,SBISX,,SBISX Devolved spending,379,371,373,374,376,377,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDQAA1,PSXForestry Commission Policy Reg & Admin - Goods & Services,SBISX,,SBISX Devolved spending,8,8,8,8,8,8,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDRAA1,PSXFood Standards Agency,SBISX,,SBISX Devolved spending,7,7,7,7,7,7,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXDSAA1,PSXScottish Parliament Wages & Salaries,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9001,Depreciation ,PSXNBBA1,PSXSEPA Resource,SBISX,,SBISX Devolved spending,136,136,136,136,136,136,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9501,Depreciation ,PSXDEAF1,PSXScottish Museums Council,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,B9501,Depreciation ,PSXDJCA1,PSXPrisons,SBISX,,SBISX Devolved spending,667,667,667,667,667,667,,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDAAA1,PSXCAP Market Support,SBISX,,SBISX Devolved spending,"5,021","1,031",600,100,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDABE1,PSXLandscape Protection,SBISX,,SBISX Devolved spending,566,382,386,"5,064","2,618","2,349",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDABG1,PSXForestry - Miscellaneous,SBISX,,SBISX Devolved spending,67,52,34,27,19,17,,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDACL1,PSXAgricultural Services,SBISX,,SBISX Devolved spending,"4,553","4,331","4,345","12,664","6,394","4,080",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDCCA1,PSXCommunity Development - CG,SBISX,,SBISX Devolved spending,"1,716","1,642","1,695","1,905","2,233","2,641",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDFGA1,PSXERDF / ESF Funding - CG Resource,SBISX,,SBISX Devolved spending,"4,997","4,997","4,997","4,997","4,997","4,997",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDHAA1,PSXRailway Transport Services - CG,SBISX,,SBISX Devolved spending,"36,763","36,767","36,767","36,767","36,767","36,767",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDHBF1,PSXWater Transport Services - CG,SBISX,,SBISX Devolved spending,"3,524","3,177","3,021","2,282","2,079","2,706",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDHCD1,PSXAir Transport Services,SBISX,,SBISX Devolved spending,749,768,"1,244","1,013",834,834,,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDHHB1,PSXBus Transport Services - CG,SBISX,,SBISX Devolved spending,"34,475","13,549","14,535","29,664","17,277","14,862",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDQAA1,PSXForestry Commission Policy Reg & Admin - Goods & Services,SBISX,,SBISX Devolved spending,"1,750","1,750","1,750","1,750","1,750","1,750",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C1001,Subsidies to private sector companies,PSXDQCA1,PSXForestry EU Funding,SBISX,,SBISX Devolved spending,"2,588","2,588","2,588",690,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,C3501,Subsidies to PCs,PSXDHBA1,PSXClyde And Hebrides Ferry Services,SBISX,,SBISX Devolved spending,"2,895","2,014","1,753",440,850,"3,562",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C3501,Subsidies to PCs,PSXDHBF1,PSXWater Transport Services - CG,SBISX,,SBISX Devolved spending,"1,896","1,806","2,329","2,552","2,113","2,001",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C3501,Subsidies to PCs,PSXDHCA1,PSXHighlands & Islands Aiport Ltd,SBISX,,SBISX Devolved spending,"1,200","1,811","1,255","1,370","1,379","1,410",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C3501,Subsidies to PCs,PSXDQBA1,PSXForest Enterprise,SBISX,,SBISX Devolved spending,"2,250","2,300","1,800","1,800","1,800","1,800",,,
Resource,DEL,Prog,Scotland,Scottish Executive,C3501,Subsidies to PCs,PSXDTAA2,PSXAudit Scotland,SBISX,,SBISX Devolved spending,729,729,303,729,729,303,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDACL1,PSXAgricultural Services,SBISX,,SBISX Devolved spending,63,63,63,63,63,64,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDBBB1,PSXWaste Management - CG,SBISX,,SBISX Devolved spending,0,0,200,"1,000",100,200,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDBBC1,PSXEnvironmental Protection - CG,SBISX,,SBISX Devolved spending,167,167,167,167,167,167,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDBDC1,PSXWater Supply,SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDCAA5,PSXOther Social Housing Development - CG,SBISX,,SBISX Devolved spending,"2,761","2,758","3,758","3,758","3,758","3,758",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDCAIA,PSXResearch & Development - Housing - CG,SBISX,,SBISX Devolved spending,8,8,8,28,68,8,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDCBE1,PSXHousing and Community - CG,SBISX,,SBISX Devolved spending,709,704,"4,404","1,369",704,"4,404",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDCCA1,PSXCommunity Development - CG,SBISX,,SBISX Devolved spending,350,390,430,490,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDCCC1,PSXSocial Protection n.e.c. - CG,SBISX,,SBISX Devolved spending,"5,672","2,446","2,257","5,803","1,324","3,265",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDCZA1,PSXEconomic Affairs n.e.c.,SBISX,,SBISX Devolved spending,134,413,137,277,"1,698",163,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDDAG1,PSXEducation n.e.c. - CG,SBISX,,SBISX Devolved spending,"6,029","3,782","5,633","7,555","5,191","7,463",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDDBDB,PSXFamily and Children excl Personal Social Services,SBISX,,SBISX Devolved spending,"1,281","2,656","1,331","1,681","1,281","1,281",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDEAF1,PSXScottish Museums Council,SBISX,,SBISX Devolved spending,950,950,"1,000","1,050",950,"1,100",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDFAF1,PSXStudent Awards Agency Scotland & SL,SBISX,,SBISX Devolved spending,"52,397","4,374","2,157","1,025","22,667","18,037",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDFBD1,PSXScottish Higher Education Funding Council Resource,SBISX,,SBISX Devolved spending,"99,700","102,100","100,100","46,500","112,500","112,900",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDFCD1,PSXScottish Further Education Funding Council Resource,SBISX,,SBISX Devolved spending,"78,800","35,200","43,700","11,100","70,100","61,700",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDFOA2,PSXEducation Maintenance Allowances (DEL) 2,SBISX,,SBISX Devolved spending,"-1,801","2,380","4,309","1,531","6,342","2,031",,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDFOB1,PSXInnovation Support,SBISX,,SBISX Devolved spending,494,494,494,494,494,494,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDFOM1,PSXSubsidiary Services to Education,SBISX,,SBISX Devolved spending,199,199,199,199,199,199,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDHAA1,PSXRailway Transport Services - CG,SBISX,,SBISX Devolved spending,882,704,"1,188","1,059",906,915,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDHEK1,PSXRoad Transport - CG,SBISX,,SBISX Devolved spending,"1,350",798,804,"1,146",726,801,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDIECC,PSXHealth - Medical Services,SBISX,,SBISX Devolved spending,194,189,189,189,189,189,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDIOAA,PSXSection 10 Grants Revenue,SBISX,,SBISX Devolved spending,269,266,266,266,266,266,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDJAA1,"PSXScottish Law Courts, Commissions & Tribunals",SBISX,,SBISX Devolved spending,0,0,0,0,0,0,,,
Resource,DEL,Prog,Scotland,Scottish Executive,D1002,Current grants to persons and non-profit bodies,PSXDJDE1,PSXPolice Services - CG,SBISX,,SBISX Devolved spending,17,17,17,17,17,17,,,
